"我們的","51","39"
"一個人","44","31"
"不知道","44","33"
"第一次","44","29"
"小時候","37","29"
"為什麼","35","27"
"老人家","32","11"
"合唱團","31","6"
"金門縣","30","13"
"小朋友","29","15"
"年輕人","27","17"
"沒想到","26","19"
"不得不","23","18"
"有一天","23","22"
"不一樣","22","21"
"太武山","22","14"
"小小的","21","18"
"有時候","21","19"
"阿兵哥","21","10"
"另一個","20","18"
"大自然","20","12"
"同學會","19","5"
"小金門","19","6"
"我知道","19","17"
"看起來","19","18"
"越來越","19","17"
"母親節","18","7"
"生命線","18","1"
"一輩子","17","11"
"不容易","17","16"
"國民黨","16","5"
"在一起","16","14"
"是不是","16","12"
"三輪車","15","3"
"歌舞劇","15","1"
"端午節","15","6"
"幼稚園","14","4"
"我們家","14","11"
"沒有人","14","14"
"泥火山","14","2"
"鹽水雞","14","1"
"一家人","13","10"
"一方面","13","8"
"台北市","13","10"
"我相信","13","11"
"第一名","13","7"
"之所以","12","12"
"志願軍","12","2"
"我可以","12","10"
"新加坡","12","7"
"有的是","12","7"
"每一次","12","6"
"無論是","12","10"
"在哪裡","11","7"
"好朋友","11","10"
"忍不住","11","9"
"捨不得","11","10"
"教學法","11","3"
"是因為","11","11"
"生命力","11","10"
"藝術家","11","4"
"蘇南成","11","1"
"一下子","10","9"
"一年級","10","8"
"不可能","10","9"
"不願意","10","8"
"全世界","10","10"
"因為你","10","6"
"打電話","10","10"
"接下來","10","10"
"散文集","10","2"
"文學館","10","4"
"李光前","10","1"
"水蜜桃","10","1"
"淡淡的","10","10"
"第一個","10","10"
"蘇東坡","10","3"
"金沙鎮","10","7"
"防空洞","10","8"
"一甲子","9","7"
"不一定","9","7"
"不需要","9","7"
"九華山","9","2"
"共產黨","9","2"
"圖書館","9","8"
"大多數","9","8"
"家裡的","9","8"
"放學後","9","5"
"烤玉米","9","1"
"紀念碑","9","8"
"衛生紙","9","2"
"還沒有","9","8"
"金針花","9","1"
"雜貨店","9","7"
"一口氣","8","7"
"一路上","8","8"
"一部分","8","7"
"不小心","8","7"
"並不是","8","7"
"人世間","8","8"
"作品展","8","3"
"你可以","8","7"
"做生意","8","7"
"可以說","8","8"
"台灣人","8","6"
"呼吸器","8","1"
"多年來","8","7"
"實際上","8","8"
"怎麼會","8","8"
"想不到","8","6"
"意識到","8","7"
"木棉花","8","3"
"木麻黃","8","6"
"模特兒","8","1"
"沒辦法","8","6"
"潮間帶","8","3"
"男主角","8","5"
"福康安","8","1"
"舊書攤","8","2"
"親愛的","8","6"
"計程車","8","5"
"說不出","8","7"
"遙控器","8","3"
"還可以","8","8"
"那時候","8","6"
"金黃色","8","5"
"長長的","8","8"
"電動門","8","2"
"高粱酒","8","8"
"鳳凰花","8","5"
"一整天","7","7"
"一會兒","7","7"
"不清楚","7","7"
"不致於","7","6"
"二十歲","7","6"
"五十八","7","5"
"原住民","7","5"
"司令官","7","3"
"大學生","7","5"
"大家庭","7","6"
"女孩子","7","2"
"好一陣","7","7"
"家鄉味","7","1"
"小女孩","7","4"
"小孩子","7","4"
"小學生","7","5"
"怎麼辦","7","6"
"愈來愈","7","5"
"所有人","7","6"
"教育部","7","3"
"教養院","7","3"
"文學獎","7","2"
"殊不知","7","7"
"玉蘭花","7","3"
"現代人","7","7"
"留下來","7","6"
"畢業生","7","5"
"筆記本","7","3"
"粉紅色","7","5"
"美髮店","7","2"
"老爺爺","7","3"
"老爺車","7","2"
"輕輕地","7","7"
"近年來","7","6"
"閩南語","7","6"
"音樂會","7","4"
"麥克風","7","3"
"一瞬間","6","4"
"不僅僅","6","5"
"不經意","6","6"
"不見得","6","6"
"二十四","6","4"
"五十四","6","2"
"他們說","6","6"
"八德路","6","1"
"原子筆","6","2"
"可不是","6","4"
"台南市","6","2"
"土風舞","6","2"
"大合唱","6","5"
