word,frequentcy
industrial(3),5
supply.john's(9),1
vision(3),1
incident(4),2
everyday(9),1
poverty(3),1
fantasy(4),1
rowling's(9),1
harry(9),2
potter(9),2
aware(3),1
domestic(3),1
violence.helen's(9),1
select(2),3
further(2),2
final(1),1
terrorist(9),1
luggage(3),1
dangerous(2),4
mall(3),1
construct(4),5
harris(9),1
point(1),7
argument(2),3
logic(4),1
model(2),8
funeral(4),2
chinese(9),7
society(2),2
trace(3),1
tang(9),1
dynasty(4),1
(618-907(9),1
mirror(2),1
entertainment(4),3
necessity(3),1
bury(3),3
ash(3),3
resident(5),1
relative(4),1
beloved(5),1
family(1),8
comfortably(9),1
house(1),10
car(1),5
mercedes-benzes.(9),1
package(2),1
couple(2),3
credit(3),2
card(1),1
specialty(6),1
style(3),3
paste(2),1
bamboo(2),1
image(3),2
roof(1),1
choose(2),6
incorporation(9),1
one-style-fits-all(9),1
household(4),2
skin(1),2
tradition(2),3
face-lift.(9),1
eccentric(6),7
odd(3),1
comprehend(5),1
simply(2),2
society's(9),1
disapproval(9),1
possess(4),4
positive(2),1
curiosity(4),2
contentedly(9),1
obsessed(9),1
hobby(2),5
therefore(2),3
carefree(5),1
visit(1),4
eight(1),3
nine(1),1
partly(5),1
innate(9),1
trait(6),2
boost(6),1
body's(9),1
immune(6),1
aunt(1),2
friend's(9),1
brother(1),1
shorts(2),1
formal(2),3
crazy(2),2
strange(1),3
healthy(2),6
life(1),13
history's(9),1
brilliant(3),1
display(2),2
teeth(9),1
maintain(2),6
smile(1),1
won't(9),2
toothbrush(9),5
switch(3),2
dental(6),1
toothbrushes(9),4
harbor(3),1
germ(4),2
mouth(1),1
accumulate(6),2
americans(9),5
recommend(5),2
children's(9),2
month(1),5
rinse(9),1
thoroughly(9),1
toothpaste(9),1
upright(5),1
let(1),2
hide(2),4
herself(9),1
near(1),5
chimpanzee(5),3
elizabeth(9),2
lonsdorf(9),2
camera(1),1
mystery(3),2
flat(2),3
dinner(1),1
chimp(9),2
ingenious(6),1
skilled(2),2
offspring(6),1
here(1),2
wildlife(5),2
across(1),7
clear(1),3
rest(1),2
chimps(9),1
mother-child(9),1
chimpanzees'(9),1
hope(1),3
insight(6),2
development(2),1
ancestor(4),2
understand(1),4
appreciate(3),1
diversity(6),6
home(1),8
brooklyn(9),1
long-span(9),1
suspension(6),3
carry(1),8
motor(3),1
span(6),2
york's(9),1
traffic(2),3
artery(6),1
manhattan(9),2
island(2),4
transportation(4),2
slow(1),4
construction(4),1
river(1),6
discuss(2),2
outbreak(6),1
civil(3),1
deflected(9),1
consideration(3),1
legislature(6),1
incorporating(9),1
augustus(9),1
roebling(9),1
germany(9),1
radical(6),1
list(1),4
police(1),1
emigrate(6),2
propose(2),3
masonry(9),1
tower(2),4
serving(6),1
apparent(3),1
disease(3),8
beyond(2),7
men(9),5
smoke(1),1
factor(3),5
professor(4),3
california(9),4
berkeley(9),1
pool(1),3
hawaii(9),1
northern(2),3
rate(3),3
usual(2),1
cholesterol(6),1
sushi(9),1
hamburger(2),1
tight-knit(9),1
mutually(9),1
supportive(9),1
heart-attack(9),2
fellow(2),1
isolate(4),4
western(2),3
lifestyle(9),1
incidence(9),1
key(1),3
determinant(9),1
bitcoin(9),10
decentralized(9),1
currency(5),2
enable(3),4
payment(1),2
anywhere(2),3
peer-to-peer(9),1
transaction(6),4
collectively(9),1
refund(6),1
establish(4),5
typos(9),1
send(1),6
invalid(9),1
address(1),5
publicly(9),1
permanently(9),1
balance(3),1
identity(3),1
unknown(9),2
unpredictably(9),1
short(1),4
period(2),5
illiquid(9),1
savings(3),1
afford(3),2
providers(9),1
convert(5),2
experimental(4),2
usage(4),1
invention(4),6
future(2),3
predict(4),1
genetically(9),3
modify(5),4
wipe(3),1
genetic(6),3
engineer(3),3
mosquito(2),6
malaria(6),7
parasite(9),3
anopheles(9),1
transmit(6),3
travel(2),5
liver(3),1
reproduce(5),1
red(1),1
estimate(4),4
effective(2),3
bacterium(9),1
toxic(5),3
compound(5),3
incapable(9),1
infect(4),2
competitive(4),1
advantage(3),6
wild(2),5
blockage(9),1
parasites(9),1
generation(4),3
resistant(6),1
approval(4),1
modification(9),2
regarding(4),2
activist(6),1
organism(6),2
knowledge(2),3
ecosystems(9),1
accommodate(6),1
dining(9),1
appropriate(4),2
class(1),2
bother(2),1
button(2),1
well-constructed(9),1
chance(1),2
disaster(4),3
repeatedly(9),2
me(1),1
spicy(4),1
i'd(9),1
principal(2),1
scholarship(3),1
outstanding(4),3
enroll(5),1
diana(9),1
medal(3),1
speech(1),2
theme(4),1
reduction(4),2
villagers(9),1
typhoon(2),1
influenza(9),3
devastating(9),1
crisis(2),1
september(1),2
epidemic(6),3
deadly(6),2
wave(2),3
army(1),1
camp(1),1
fatal(4),1
port(2),1
boston(9),1
shipments(9),1
machinery(4),1
wartime(9),1
sweep(2),1
nation(1),1
military(2),3
virus(4),2
october(1),2
i(1),8
parade(3),1
standpoint(9),1
accelerate(6),1
flu(2),2
destructive(5),1
precede(6),1
today's(9),2
advise(3),2
shot(1),2
lithium-ion(9),7
battery(4),9
suitable(3),2
portable(4),2
electronic(3),1
nearly(2),4
density(6),1
nickel(5),1
cadmium(9),1
overall(5),2
weight(1),3
implication(6),1
cellphone(5),1
item(2),2
worker(1),2
maintenance(5),2
capacity(4),2
previous(3),5
cycle(3),2
re(9),1
maximum(4),1
rechargeable(9),2
valuable(3),5
storage(5),1
fragile(6),1
circuit(5),1
overheat(9),1
pack(2),2
downside(9),1
resistance(4),1
2-3(9),1
unserviceable(9),1
voltage(9),1
manufacturer(4),1
improvement(2),3
enhance(6),1
combination(4),2
certainly(9),1
ernest(9),1
hemingway(9),3
(1899-1961)(9),1
characterize(6),1
simplicity(6),1
career(4),1
journalist(5),2
correspondent(6),1
sea(1),6
finally(9),4
pulitzer(9),1
primitive(4),2
courage(2),2
honesty(3),1
brutal(4),1
confrontation(6),1
straightforward(5),2
prose(6),1
idaho(9),1
extent(4),1
road(1),3
accessible(6),2
athletic(4),3
refer(4),6
pave(3),2
path(2),2
track(2),1
cross(2),2
distance(2),5
marathon(4),2
cater(6),1
amateur(4),1
participate(3),3
club(2),1
current(3),2
world-class(9),1
wheelchair(5),1
involve(4),8
sharp(1),2
rough(3),3
prior(5),3
pair(1),2
community-wide(9),1
highlight(6),2
cure(2),2
breast(3),1
cancer(2),1
puerto(9),1
egg(1),17
jewel(3),1
russian(9),3
metal(2),1
stone(1),10
coat(1),2
precious(3),1
craft(4),1
tsar(9),3
alexander(9),4
empress(9),1
maria(9),2
easter(9),4
celebrate(3),3
wedding(1),1
carl(9),1
maria's(9),1
eye(1),6
morning(1),2
enameled(9),1
delight(4),3
golden(2),2
yolk(3),1
conceal(5),1
hen(2),1
diamond(2),1
miniature(6),1
royal(2),3
crown(3),1
ruby(6),1
appoint(4),2
appointment(4),1
imperial(5),3
requirement(2),1
contain(2),3
pleasant(2),1
craftsmanship(9),1
inventive(9),1
successor(6),1
iii(9),1
ii(9),3
revolution(4),3
synonym(6),1
luxury(4),2
regard(2),5
masterpiece(5),1
jeweler's(9),1
reminder(5),1
sigma(9),10
discipline(4),1
near-perfect(9),1
statistical(5),1
fall(1),5
measure(2),3
systematically(9),2
teamwork(9),1
essential(4),2
element(2),3
leader(1),3
implement(6),3
measurement(2),1
suppliers(9),1
telecommunications(9),1
motorola(9),2
informal(9),1
name(1),12
extend(4),3
general(1),3
jack(5),2
ge(9),1
generate(6),2
three-quarters(9),1
effectively(9),1
industry(2),2
consultancy(9),1
implementation(9),1
methodology(9),1
diverse(6),3
arm(1),3
multi-(9),1
corporation(5),1
quality(2),4
enemies'(9),1
imagine(2),3
bottlenose(9),2
dolphin(2),10
gulf(4),2
whine(5),1
marine(5),4
mammal(5),1
mimic(6),3
whistle(3),3
distinct(4),1
"""they're(9)",1
randall(9),1
florida's(9),1
sarasota(9),1
bay(3),1
captive(6),1
nearby(2),1
briefly(9),1
familiar(3),1
affiliative(9),1
somewhat(3),1
immediate(3),1
defense(4),1
differentiate(6),1
dolphins'(9),1
rarely(9),1
else(1),1
soar(6),1
rock(1),4
uniquely-rippled(9),1
mysterious(4),1
underground(2),2
goreme(9),4
incredible(9),2
ago(1),1
ancient(2),8
volcano(4),1
spewed(9),1
layer(5),3
upon(2),3
thick(2),2
lava(6),1
cappadocia(9),1
century(2),10
magic(2),2
spectacular(6),1
gorge(5),1
dramatic(3),2
formation(4),2
pillar(5),1
height(2),1
amaze(3),1
shape(1),4
tall(1),1
trumpet(2),1
cap(1),2
soft(1),1
whereupon(9),1
cut(1),5
cone(3),1
landforms(9),1
valley(2),1
lunar-like(9),1
byzantine(9),2
christians(9),2
inhabit(6),3
fourth(9),1
cave(2),1
monasteries(9),2
church(1),2
origi(9),1
nal(9),1
village(2),3
romans(9),2
rock-cut(9),1
storerooms(9),1
stuff(3),1
potato(2),1
wait(1),3
intimidate(6),3
whenever(2),1
return(1),4
atmosphere(4),1
couldn't(9),1
content(4),1
book(1),8
technical(3),1
shortage(5),1
abundantgood(9),1
writer(1),3
indirect(9),1
umbrella(2),1
takethe(9),1
shell(2),1
open-air(9),1
ceremony(5),1
tribal(4),1
audience(3),3
breath(3),1
sit(1),4
motionless(9),1
theater(2),1
tragic(4),1
front(1),3
unable(9),1
sick(1),1
sphinx(9),4
giza(9),1
desert(2),2
mythological(9),1
creature(3),8
lion(1),1
monumental(9),1
egyptian(9),1
pyramid(5),1
contact(2),3
restore(4),2
deteriorate(6),1
replacement(3),3
exact(2),1
installed(9),1
apart(3),3
completely(9),2
sand(1),1
movable(2),1
shelter(4),3
retracted(9),1
solution(2),4
mention(3),1
agreeable(4),1
agree(1),3
franchise(9),6
license(4),1
"well-known,(9)",1
company's(9),2
date(1),2
isaac(9),1
franchises(9),2
sew(3),1
machine(1),3
skyrocketed(9),1
restaurant(2),3
define(3),1
unprecedented(9),1
fast-food(9),1
ready-made(9),1
built-in(9),1
formula(4),1
franchisor(9),2
assistance(4),1
well-established(9),1
mcdonald's.(9),2
start-up(9),1
ongoing(9),1
royalty(6),1
mcdonald's(9),2
franchisee(9),2
fee(2),1
equivalent(6),2
renew(3),1
disadvantage(4),1
lack(1),3
territory(3),1
creativity(4),1
irritate(6),1
loud(1),3
offend(4),1
seat(1),1
subway(2),2
unhappy(9),1
invisible(9),1
impose(5),1
unwelcome(9),1
situation(3),3
cop(1),1
strategy(3),1
pretend(3),1
lifeless(9),1
retreat(4),1
equidistant(9),1
supplement(6),1
alan(9),2
turing(9),6
genius(4),1
crack(4),2
supposedly(9),1
uncrackable(9),1
enigma(9),1
code(4),1
code-breaking(9),1
tide(3),1
intelligence(4),1
math(3),3
theoretical(6),1
intelligent(4),1
postwar(9),1
hail(5),2
crucial(6),4
convict(5),2
humiliation(9),1
drive(1),2
suicide(3),1
queen(1),1
grant(5),1
pardon(2),1
petition(9),1
prominent(4),2
brazil(9),1
quincentennial(9),1
columbus'(9),3
voyage(4),1
worl(9),1
columbus-era(9),1
replica(9),1
accurate(3),1
sail(1),2
favorite(2),1
ship(1),6
nina(9),5
sponsor(6),1
goal(2),1
aboard(3),1
school-age(9),1
field-trip(9),1
hands-on(9),1
ballast(9),1
extremely(9),3
tiller(9),1
steer(5),2
jamestown(9),1
board(2),2
re-creations(9),1
settler(4),1
england(9),2
virginia(9),1
susan(9),1
interpreter(5),2
encourage(2),2
interact(4),2
substantiate(9),1
long-held(9),2
engage(3),4
higher-order(9),1
actively(9),1
passive(4),1
bold(3),1
pantherine(9),3
skull(5),1
unearthed(9),1
cat(1),5
widely(9),7
paleontologists(9),1
felid(9),2
fragment(6),1
evolution(6),1
hotly(9),1
complicate(4),1
settle(2),2
deep(1),4
evolutionary(9),2
origin(3),1
previously(9),1
paleontologist(9),1
southern(2),3
remote(3),3
border(3),2
region(2),3
stick(2),3
bone(1),4
deposit(3),1
dna(9),1
convince(4),2
uplifting(9),1
feed(1),2
tibetan(9),1
disperse(6),1
evolve(6),2
cloud(1),1
tiger(1),1
snow(1),1
leopard(2),1
continent(3),1
jaguars(9),1
newly(9),1
panthera(9),1
blythe(9),1
daughter(1),1
los(9),2
cook(1),10
department(2),1
agriculture(3),1
genre's(9),1
fictional(9),1
educate(3),2
homemakers(9),1
economics(4),1
doled(9),1
advice(3),2
recipe(4),2
listeners'(9),1
culinary(9),2
transition(6),1
instruction(3),2
prepare(1),4
broadcast(2),1
middle-class(9),1
mindset(9),1
lean(4),1
convenient(2),1
busy(1),1
poppy(9),1
can-opener(9),1
demonstrate(4),4
sixty(1),1
chef-oriented(9),1
redefined(9),1
genre(9),1
exhibition(3),2
haute(9),1
cuisine(5),2
celebrity(5),3
elite(6),1
aura(9),1
martin(9),2
yan's(9),1
yan(9),1
high-culture(9),1
health-conscious(9),1
chefs'(9),1
personality(3),1
value(2),3
emerge(4),3
satisfy(2),2
"celeb-hungry,(9)",1
reality-crazed(9),1
millennium(9),2
out-of-studio(9),1
chef(5),3
reality(2),1
fame(4),1
rival(5),1
age-old(9),1
emphasis(4),3
fire(1),4
scream(3),10
primal(9),1
response(3),2
conventional(4),1
loudness(9),1
high-pitched(9),1
goose(1),1
bump(3),1
neuroscientist(9),1
luc(9),1
arnal(9),1
bank(1),3
sentence(1),6
fast(1),7
unpleasant.arnal's(9),1
subject(2),5
judge(2),2
neutral(6),1
scary(3),1
correspond(4),1
brain(2),5
respond(3),3
roughness(9),3
fmri(9),2
brain's(9),2
auditory(9),1
ear(1),1
scan(5),2
fear(1),1
amygdala(9),1
regulate(4),1
physiological(9),1
threat(3),1
adrenaline(9),1
react(3),1
prevalent(9),3
artificial(4),2
aggravating(9),1
application(4),2
add(1),6
gas(1),1
efficiently(9),1
terminal(5),1
microscope(4),1
lab(4),4
bacteria(3),3
visible(3),1
naked(2),1
bicycle(1),1
dark(1),2
narrow(2),2
backstreets(9),1
steak(2),1
tourism(3),2
rent(3),1
apartment(2),1
agreement(1),1
am(1),1
week(1),5
tight(3),1
fulfillmentparents(9),1
neglect(4),1
abandonment(9),1
calorie(4),1
pace(4),1
climate(2),7
rowling(9),1
multi-millionaire(9),1
high-tech(9),1
surely(9),1
shareholders(9),1
savory(9),1
hatch(3),1
rural(4),1
farmer(1),6
naturally(9),1
duck(1),1
muddy(4),1
slaked(9),1
survive(2),3
delicacy(9),1
endure(4),1
comfort(3),1
hong(9),1
egg's(9),2
ming(9),1
large-scale(9),1
preservation(4),1
relatively(9),1
vat(9),1
fill(1),2
freshly(9),1
wood(1),1
cool(1),1
chicken(1),3
soak(5),1
seven(1),1
hundred-year(9),1
thousand-year(9),1
snack(2),3
uncommon(9),1
traveler(3),1
exotic(6),1
asian(9),1
snake(1),1
appearance(2),1
orange(1),1
jelly-(9),1
appetizing(9),1
brown(1),1
swampy(9),1
there's(9),1
pungent(9),1
ammonia-like(9),1
contend(5),1
earn(2),3
urine(6),1
curious(2),1
favor(2),1
weary(5),1
china's(9),1
fermented(9),3
humble(2),1
nostalgic(9),1
bite(1),1
starfish(9),1
snail(2),1
regrow(9),2
can't.(9),1
nor(1),3
limb(3),2
line(1),1
regeneration(9),2
lizard(5),1
capable(3),2
regrowing(9),1
itself(9),1
unidirectional(9),1
bidirectional(9),1
functional(4),1
hydras(9),1
hydra(9),1
you'll(9),2
equal(1),1
planarian(9),1
phenomenon(4),2
achieve(3),2
populate(6),2
fashion(3),11
yves(9),1
israel(9),1
super-skinny(9),1
catwalks(9),1
criminalize(9),1
excessively(9),1
skinny(2),1
violate(4),1
jail(3),1
glorification(9),1
dangerously(9),1
certificate(5),1
prove(1),4
mass-to-height(9),1
women's(9),1
statement(1),1
inanimate(9),1
organism's(9),1
ability(2),4
infinite(5),1
none(2),1
protein(4),4
nutrient(6),1
enzymes(9),2
either(1),4
launch(4),1
reactants(9),1
usable(9),1
sustenance(9),1
sir(1),1
archibald(9),1
garrod(9),1
attribute(9),1
enzyme(9),2
error(2),2
newborns(9),1
defect(6),1
pku(9),1
contemporary(5),3
zaha(9),1
iraqi-born(9),1
significant(3),3
intellectual(4),1
toughness(9),1
artistic(4),2
page(1),2
architecture(5),4
journal(3),2
dismiss(4),1
impractical(9),1
male-dominated(9),1
didn't(9),2
cincinnati's(9),1
commission(5),1
opera(4),1
hadid(9),1
prestigious(9),1
pritzker(9),1
stirling(9),1
2011.hadid's(9),1
sumer(9),1
beauty(1),1
somehow(3),1
flow(2),2
i'm(9),1
"way.""nature's(9)",1
recurrent(9),1
inspiration(4),1
hadid's(9),1
dare(3),1
visionary(9),2
consistently(9),1
boundary(5),1
pursuit(4),2
aesthetic(9),1
todd(9),1
retire(4),1
wooden(2),1
container(4),1
deck(3),1
dollhouse-size(9),1
schoolhouse(9),1
lawn(3),1
community(4),4
library(2),12
commemorate(6),1
bol's(9),1
prototype(9),1
birth(1),1
nonprofit(9),1
seek(3),2
box(1),2
neighborhood(3),2
neighbor(2),5
register(4),2
lfl(9),2
owner(2),3
wine(1),1
stair(1),1
assign(4),1
lfl's(9),1
index(5),1
location(4),1
gps(9),1
incline(6),1
sidewalk(2),1
librarian(3),1
bol(9),1
proud(2),1
"""it's(9)",1
broad(2),2
suspect(3),1
robert(9),2
forensic(9),3
linguistics(9),3
hofstra(9),1
linguistic(9),6
trial(2),1
rely(3),3
heavily(9),2
leonard(9),2
spray(3),1
sample(2),2
bore(3),1
similarity(3),2
coleman's(9),1
coleman(9),1
resort(5),2
criminal(3),2
prominence(9),1
colleague(5),2
fitzgerald(9),4
bomb(2),1
college(3),2
urge(4),1
publication(4),2
unabomber's(9),1
lengthy(6),1
declaration(5),1
criminal's(9),1
fbi(9),1
analyze(4),1
ted(9),2
solitary(5),1
kaczynski(9),2
extensive(5),2
parallel(5),1
frequently(9),1
bomber's(9),2
bomber(9),1
preference(5),1
roughly(4),1
calculate(4),1
suspect's(9),1
kaczynski's(9),1
cabin(3),1
prison(2),5
intuitively(9),1
forensic-(9),1
legal(2),1
composition(4),1
freedom(2),1
anthem(5),4
sing(1),1
country's(9),2
identity.holland's(9),1
16th-century(9),1
hymn(5),4
u.k.'s(9),1
popularized(9),2
nationalism(6),1
prayer(3),1
deity(9),1
notably(9),1
martial(5),1
monarchic(9),1
europeans(9),2
colony(3),1
imitate(4),1
instruments.japan's(9),1
bandmaster(9),1
william(9),1
lyric(6),1
heian(9),1
era(4),1
fenton(9),1
committee(3),6
melody(2),1
court(2),2
compose(4),2
fenton's(9),1
alter(5),1
franz(9),1
eckert(9),1
composer(4),1
michael(9),1
bristow(9),1
minor(3),1
south(1),1
elaborate(5),2
orchestral(9),1
19th-century(9),1
burma(9),1
sri(9),1
lanka(9),1
indigenous(9),2
descriptive(5),1
martha(9),1
roommate(9),1
quarrel(3),1
delicious(2),1
lick(2),1
lip(1),1
intense(4),2
boxer(5),1
punch(3),1
knock(2),1
bench(2),1
wet(2),1
milk(1),1
processor(9),1
alice(9),1
routine(3),1
pi(9),1
ang(9),1
lee(9),1
oscar(9),1
mixture(3),1
aquaculture(9),4
farm(1),3
aquatic(9),1
importance(2),2
possibility(2),1
civilization(4),3
australia(9),1
eel(5),2
abundant(5),1
volcanic(9),1
floodplains(9),1
lake(1),1
condah(9),1
subsided(9),1
brood(5),1
nymphs(9),1
silkworm(5),1
adore(5),1
oyster(5),1
crustaceans(9),1
shrimp(2),1
lagoons(9),1
alive(2),1
wealthy(3),1
well-to-do(9),2
wish(1),1
roman(9),5
christian(9),1
middle(1),1
seacoasts(9),1
feudal(9),1
monastic(9),1
aristocracy(9),1
freshwater(9),1
monopoly(6),1
course(1),2
seldom(3),1
pond(1),1
illegal(9),2
well-off(9),1
fresh(1),1
debate(2),2
socio-political(9),1
tie(1),1
18th-century(9),1
spend(1),3
wage(3),1
grain(3),1
crop(2),5
population(2),4
theft(6),1
prostitution(9),1
peasants'(9),1
resentment(5),1
gabelle(9),2
tax(3),2
consumption(6),2
apply(2),3
nobility(9),1
unequal(9),1
distribution(4),1
provoke(6),1
widespread(5),1
skyrocketing(9),1
versailles(9),1
indifferent(5),1
escalate(6),1
desperate(4),1
blame(3),1
famine(6),1
anger(1),1
culminating(9),1
storm(2),1
medieval(6),2
fortress(9),1
eventual(4),1
beheading(9),1
louis(9),1
xvi(9),1
marie(9),1
calm(2),1
unsettling(9),1
revolutionary(4),1
napoleonic(9),1
(1789-1815)(9),1
catchphrase(9),1
english-speaking(9),1
accumulation(6),1
socio-economic(9),1
inferiority(9),1
strip(3),5
cartoonist(9),1
arthur(9),1
adapt(4),1
title(2),1
strip's(9),1
merely(9),1
confirm(2),1
spot(2),7
condition(3),4
pretty(1),1
isn't.(9),1
calcium(6),1
zinc(5),1
mild(4),2
moderate(4),1
trauma(6),1
injure(3),2
nail(2),4
injury(3),2
infection(4),1
whatever(2),2
treatment(2),2
leukonychia(9),1
cardiac(9),1
kidney(3),1
southwestern(9),1
baron(9),1
karl(9),1
drais(9),2
creative(3),1
inventor(3),1
baron's(9),1
meat(1),4
piano(1),1
four-wheeled(9),1
human-powered(9),1
draisine(9),1
propel(6),1
riders(9),1
bike(1),1
drais'(9),4
bang(3),1
bicycle's(9),1
vehicle(3),2
wheel(2),2
democratic(3),2
muscle-powered(9),1
consume(4),1
rid(3),2
undertake(6),1
ride(1),2
kilometer(3),2
sensation(5),1
fad(5),1
"short-lived,(9)",1
cranks(9),1
frequent(3),1
collision(6),1
unsuspecting(9),1
ban(5),3
disappear(2),1
frenchmen(9),1
pierre(9),2
lallement(9),1
michaux(9),1
pedal(4),1
radar(3),1
flicker(6),2
lamp(1),1
induce(5),1
"li-fi,(9)",1
li-fi(9),10
edinburgh(9),1
harald(9),1
haas(9),1
wireless(9),2
light-emitting(9),1
diodes(9),1
illuminate(6),1
network(3),1
wi-(9),1
fi(9),1
penetrate(5),1
wi-fi.(9),1
transparent(5),1
window(1),1
signal(3),1
hack(6),1
electromagnetic(9),1
aircraft(2),1
nuclear(4),1
interfere(4),1
gigabits(9),1
wi-fi(9),1
enrich(6),1
li-fi-enabled(9),1
street(1),2
bulb(3),2
driver(1),2
you've(9),1
transmitters(9),1
beetle(2),6
habitat(6),1
ecology(6),2
january(1),2
dive(3),1
ecologist(9),1
michelle(9),2
tseng(9),2
comb(2),1
article(4),1
shrink(3),3
pattern(2),1
university's(9),1
"600,000-(9)",1
bug(1),1
locally(9),1
photograph(2),1
trend(3),1
rainfall(4),2
besides(2),1
snail-killer(9),1
unaffected(9),1
slightly(9),1
ecologists(9),1
cautious(5),1
tseng's(9),1
actual(3),2
uk(9),1
biologist(9),1
ronan(9),1
baudron's(9),1
shrinkage(9),2
account(3),2
concentration(4),1
oxygen(4),2
neither(2),3
svalbard(9),3
seed(1),5
beneath(3),1
norway(9),1
vault(9),3
gene(4),1
breed(4),2
opinion(2),1
faith(3),1
secure(5),1
pest(3),1
additional(3),1
perfect(2),1
dynamic(4),1
dispute(4),2
fund(3),1
suck(3),1
available(3),1
centralized(9),1
fifty(1),1
institutional(9),1
marginal(5),1
argue(2),1
quarrelsome(6),1
gorilla(5),1
fearful(2),1
truth(2),1
shy(1),1
ape(1),1
nine-to-five(9),1
sally(9),1
lunch(1),1
admit(3),1
mistake(1),1
webpages(9),1
reservoir(6),1
teachers'(9),2
confucius(2),1
fighter(2),2
cry(1),1
hero(2),1
bank's(9),1
forecast(4),1
getty(9),3
0.75-mile-long(9),1
tramway(9),1
pavilions(9),1
eleven-building(9),1
originally(9),2
belong(1),1
tycoon(9),1
paul(9),2
arena(5),2
ever-changing(9),1
center's(9),1
award-winning(9),1
richard(9),1
meier(9),1
billion-dollar(9),1
excite(2),1
corner(2),1
enchant(9),1
fountain(3),1
landscape(4),1
import(3),1
historic(3),1
expose(4),1
delicate(4),1
treasure(2),1
scatter(3),1
fantastic(4),1
arrival(3),1
plaza(9),1
tram(9),1
on-site(9),1
exploration(6),1
meier's(9),1
attend(2),1
mathematics(3),1
canon(9),1
copernicus(9),5
administrative(6),2
cathedral(5),1
spare(4),1
observation(4),3
situated(9),2
protective(3),1
de(9),2
humankind's(9),1
wasn't(9),1
stir(3),1
assert(6),1
rotate(6),1
axis(9),1
religious(3),2
revolve(5),1
copernicus'(9),1
theory(3),1
god(1),1
heaven(3),1
overturn(6),1
core(6),1
catholic(9),2
luther(9),1
voice(1),1
opposition(6),1
sun-centered(9),1
fool(2),1
astronomy(5),1
upside(9),1
dedicate(6),2
pope(9),1
church's(9),1
ultimately(9),1
witness(4),1
tremendous(4),1
demand(4),1
african-inspired(9),1
designer(3),3
tiffany(9),1
best-known(9),1
master's(9),1
fate(3),1
passion(3),1
design.folake's(9),1
tasteful(9),1
colorful(2),2
showcase(9),1
mercedes(9),1
consecutive(9),1
forbes(9),1
circulation(4),1
stream(2),1
high-resolution(9),1
unaware(9),1
cable(2),7
cheap(2),2
intercontinental(9),1
submarine(4),3
mile(1),4
transcontinental(9),1
ireland(9),1
telegraph(4),1
highest-capacity(9),1
"5,600-mile(9)",1
suitably(9),1
oregon(9),1
coral(5),1
sink(2),3
fiber-optic(9),1
tube(2),1
steel(2),1
tempeh(9),8
soy(2),1
kimchi(9),1
korea(9),1
miso(9),1
indonesia(9),1
tofu(2),1
discard(5),1
soybean(2),1
residue(9),2
microbial(9),1
spores(9),1
whitish(9),1
fungi(9),1
variation(6),1
texture(6),1
plant-based(9),1
vitamin(3),1
polyphenols(9),1
vegetarian(4),2
vegan(9),1
quick(1),1
nutritional(9),1
preparation(3),1
deep-fried(9),1
blend(4),1
smoothies(9),1
tempeh-substituted(9),1
blts(9),1
tomato(2),1
san(9),1
francisco(9),1
burger(2),1
patties(9),1
fabric(5),1
batik(9),1
unesco(9),1
spiegel(9),4
three-hour(9),1
shoulder(1),1
surgery(4),1
pain(2),4
medication(6),2
hypnotized(9),2
hypnosis(9),3
misunderstand(4),1
sleep-like(9),1
tune(3),1
stimulus(6),1
intently(9),1
exclusion(9),1
trance-like(9),1
ease(1),1
trust(2),1
compare(2),1
hypnotizable(9),2
recall(4),1
session(6),1
self-consciousness.(9),1
"self-hypnosis,(9)",1
speaker(2),6
odor-sources(9),1
metaphor(6),1
description(3),1
hunter-gatherers(9),1
fifteen(1),1
applicable(6),1
sensory(9),1
hunter-gatherer(9),1
translate(4),1
nose's(9),1
discriminate(5),2
trillion(9),1
scent(5),1
surroundings(4),2
rolemaniq(9),1
jahai(9),1
tropical(3),1
rainforest(9),2
hunting-gathering(9),1
ethnic(6),2
evaluate(4),2
environment(2),3
untouched(9),1
spoil(3),1
pose(2),1
maniq(9),1
post-industrial(9),1
west(1),2
paragraph(4),1
zone(3),1
distinguish(4),1
uncivilized(9),1
okapi(9),10
equator(9),1
biodiverse(9),1
"half-zebra,(9)",1
"half-giraffe,(9)",1
mixed-breed(9),1
republic(3),1
congo(9),2
giant(2),1
panda(2),1
kangaroo(3),1
"',(9)",1
flexible(4),1
throat(2),1
greyish(9),1
chocolate(2),1
reddish(9),1
contrast(4),1
horizontal(5),1
ring(1),1
external(5),1
deer(1),1
sex(3),1
horn(3),2
whiff(9),1
welsh(9),1
henry(9),1
morton(9),1
stanley(9),1
explorers(9),1
fleet(6),1
backside(9),1
flee(4),1
speculation(9),1
skeleton(5),1
naturalist(6),1
giraffe(2),1
reserve(3),1
eastern(2),1
rare(2),1
turbulence(9),1
congo's(9),1
resource(3),1
spin(3),1
tremendously(9),1
johnsons'(9),1
feedback(6),2
accident(3),1
tremble(3),1
admiration(4),1
magnificent(4),1
chen(9),1
athlete(3),1
roll(2),2
sleeve(3),1
weight-lifting.(9),1
meadow(3),1
foreign(1),1
mad(1),1
wild-eyed(9),1
full(1),1
equipment(4),1
bubble(3),1
stroud(9),7
prisoner(2),2
rear(5),1
ornithologist(9),1
leavenworth(9),2
notorious(6),1
first-degree(9),1
murder(3),1
