"我們","637","164"
"自己","550","171"
"老師","396","65"
"金門","369","84"
"沒有","338","157"
"他們","335","107"
"因為","296","137"
"可以","275","135"
"生活","260","115"
"時間","231","124"
"所以","202","96"
"學生","197","56"
"大家","191","85"
"知道","173","95"
"母親","170","53"
"孩子","169","64"
"人生","159","81"
"這樣","156","88"
"工作","153","70"
"看到","150","94"
"教育","148","35"
"開始","148","102"
"一樣","144","89"
"媽媽","141","41"
"學校","140","65"
"第一","139","79"
"時候","138","76"
"還是","136","93"
"什麼","134","80"
"成為","130","85"
"現在","130","84"
"同學","128","47"
"喜歡","126","80"
"世界","124","62"
"許多","124","80"
"之後","123","72"
"台灣","123","59"
"雖然","120","85"
"如此","119","83"
"最後","118","85"
"後來","116","75"
"覺得","116","62"
"父親","115","41"
"如果","114","71"
"故事","113","59"
"無法","112","76"
"當年","112","59"
"這些","112","74"
"不能","110","67"
"已經","109","72"
"當時","109","59"
"先生","108","30"
"發現","106","66"
"一直","104","67"
"只要","103","71"
"民國","103","35"
"真是","103","57"
"總是","103","71"
"生命","102","51"
"真的","102","67"
"記得","102","59"
"社會","101","46"
"爸爸","99","20"
"不同","96","58"
"除了","94","71"
"但是","93","59"
"因此","93","62"
"女兒","93","33"
"應該","93","61"
"那麼","93","63"
"不會","92","64"
"日子","90","56"
"一些","89","57"
"其實","89","67"
"可能","89","60"
"學習","89","48"
"於是","89","58"
"曾經","89","59"
"朋友","88","53"
"活動","88","48"
"甚至","88","53"
"為了","87","68"
"記憶","87","59"
"一定","86","63"
"歷史","84","49"
"需要","84","58"
"大學","83","41"
"希望","83","56"
"或是","83","52"
"或許","83","50"
"經過","83","61"
"這裡","83","50"
"特別","82","57"
"一起","81","58"
"地方","81","57"
"對於","81","42"
"只是","79","62"
"那些","79","53"
"努力","78","50"
"精神","77","47"
"鴨霸","77","8"
"歲月","76","56"
"以及","75","52"
"很多","75","53"
"然後","75","48"
"參加","73","33"
"必須","73","47"
"其中","72","54"
"機會","72","47"
"起來","72","56"
"重要","72","44"
"幸福","71","39"
"想起","71","50"
"留下","71","54"
"一般","70","56"
"出現","70","49"
"快樂","70","49"
"文學","70","15"
"火仔","70","8"
"過去","70","54"
"家人","69","48"
"怎麼","69","53"
"即使","68","40"
"原來","68","51"
"畢業","68","44"
"讀書","68","31"
"進入","68","50"
"文字","67","29"
"如何","66","42"
"等待","66","44"
"選擇","66","45"
"充滿","65","49"
"只有","65","53"
"問題","65","39"
"尤其","65","53"
"心情","65","43"
"手帕","65","2"
"時光","65","47"
"準備","65","51"
"國小","64","24"
"感覺","64","51"
"透過","64","41"
"閱讀","64","22"
"一點","63","45"
"回到","63","46"
"有時","63","36"
"西瓜","63","6"
"之間","62","51"
"就是","62","52"
"據點","62","5"
"班長","62","13"
"認為","62","45"
"不斷","61","47"
"回家","61","46"
"校長","61","21"
"當然","61","44"
"聽到","61","42"
"自然","61","44"
"身體","61","37"
"離開","61","45"
"非常","61","36"
"不過","60","42"
"所有","60","48"
"美麗","60","47"
"部隊","60","21"
"彷彿","59","51"
"終於","59","47"
"認識","59","36"
"開心","59","31"
"關係","59","41"
"婆婆","58","10"
"時代","58","43"
"突然","58","47"
"而且","58","40"
"一切","57","42"
"可是","56","37"
"台北","56","25"
"如今","56","43"
"完成","56","48"
"接受","56","40"
"永遠","56","39"
"然而","56","41"
"繼續","56","46"
"其他","55","44"
"未來","55","38"
"比較","55","42"
"羊肉","55","1"
"附近","55","35"
"似乎","54","38"
"告訴","54","42"
"哥哥","54","16"
"經驗","54","36"
"不要","53","37"
"事情","53","35"
"人家","53","29"
"以前","53","39"
"擁有","53","40"
"內容","52","29"
"內心","52","41"
"慢慢","52","43"
"服務","52","32"
"人們","51","29"
"作品","51","19"
"來到","51","41"
"家庭","51","36"
"小小","51","37"
"彼此","51","38"
"以後","50","37"
"兒子","50","26"
"回憶","50","44"
"帶來","50","34"
"成長","50","40"
"美好","50","34"
"習慣","50","33"
"一下","49","41"
"今天","49","42"
"只好","49","34"
"所謂","49","33"
"期間","49","36"
"能夠","49","36"
"過程","49","41"
"陽光","49","38"
"隨著","49","43"
"也許","48","37"
"屬於","48","40"
"幾乎","48","44"
"感到","48","39"
"文化","48","35"
"看見","48","40"
"阿嬤","48","15"
"創作","47","20"
"多少","47","33"
"實在","47","35"
"年代","47","35"
"擔任","47","30"
"期待","47","39"
"東西","47","35"
"此時","47","35"
"環境","47","36"
"眼前","47","39"
"粽子","47","7"
"軍人","47","12"
"不管","46","35"
"小時","46","37"
"感情","46","30"
"是否","46","37"
"不少","45","33"
"好像","45","35"
"有的","45","25"
"由於","45","31"
"相信","45","40"
"第二","45","36"
"經常","45","33"
"距離","45","30"
"健康","44","29"
"加上","44","38"
"動作","44","28"
"存在","44","31"
"接著","44","32"
"晚上","44","34"
"有點","44","32"
"竟然","44","31"
"結果","44","37"
"這麼","44","32"
"人類","43","29"
"個人","43","26"
"前進","43","22"
"夏天","43","22"
"建築","43","25"
"感受","43","33"
"早已","43","32"
"時期","43","30"
"比賽","43","15"
"簡單","43","34"
"認真","43","28"
"辛苦","43","32"
"重新","43","34"
"金沙","43","9"
"一生","42","29"
"不再","42","33"
"公園","42","22"
"容易","42","39"
"年輕","42","35"
"教學","42","19"
"文章","42","18"
"方式","42","36"
"決定","42","35"
"照顧","42","33"
"直到","42","37"
"等等","42","33"
"聲音","42","30"
"訓練","42","22"
"不停","41","25"
"以為","41","33"
"小說","41","15"
"燈籠","41","4"
"自我","41","27"
"音樂","41","19"
"風景","41","30"
"不僅","40","33"
"原本","40","35"
"回來","40","30"
"地區","40","20"
"完全","40","28"
"想像","40","29"
"熱情","40","30"
"發生","40","37"
"而是","40","37"
"藝術","40","17"
"電影","40","22"
"任何","39","27"
"同時","39","28"
"好幾","39","36"
"將軍","39","12"
"小孩","39","28"
"幫忙","39","31"
"年紀","39","33"
"得到","39","33"
"更多","39","28"
"遇到","39","32"
"長大","39","32"
"之前","38","33"
"分享","38","33"
"小學","38","30"
"手機","38","28"
"父母","38","22"
"狀況","38","23"
"社區","38","17"
"空間","38","29"
"那時","38","28"
"餐廳","38","17"
"魏斯","38","1"
"主任","37","15"
"代表","37","25"
"依然","37","32"
"大陸","37","24"
"思考","37","20"
"感動","37","30"
"戰爭","37","20"
"找到","37","35"
"日本","37","20"
"校園","37","20"
"眼睛","37","28"
