conference,n.,4
confess,v.,4
confession,n.,5
confidence,n.,4
confident,adj.,3
confidential,adj.,6
confine,v.,4
confirm,v.,2
conflict,n./v.,2
conform,v.,6
confront,v.,5
confrontation,n.,6
Confucius,n.,2
confuse,v.,3
confusion,n.,4
congratulate,v.,4
congratulation,n.,2
congratulations,n.,2
congress,n.,4
congressman,n.,6
congresswoman,n.,6
conjunction,n.,4
connect,v.,3
connection,n.,3
conquer,v.,4
conquest,n.,6
conscience,n.,4
conscientious,adj.,6
conscious,adj.,3
consensus,n.,6
consent,v./n.,5
consequence,n.,4
consequent,adj.,4
conservation,n.,6
conservative,adj./n.,4
conserve,v./n.,5
consider,v.,2
considerable,adj.,3
considerate,adj.,5
consideration,n.,3
consist,v.,4
consistent,adj.,4
consolation,n.,6
console,v./n.,5
consonant,n.,4
conspiracy,n.,6
constant,adj./n.,3
constituent,adj./n.,6
constitute,v.,4
constitution,n.,4
constitutional,adj./n.,5
construct,v.,4
construction,n.,4
constructive,adj.,4
consult,v.,4
consultant,n.,4
consultation,n.,6
consume,v.,4
consumer,n.,4
consumption,n.,6
contact,n./v.,2
contagious,adj.,5
contain,v.,2
container,n.,4
contaminate,v.,5
contemplate,v.,5
contemplation,n.,6
contemporary,adj./n.,5
contempt,n.,5
contend,v.,5
content,adj./n.,4
content,v./(n.),4
contentment,v./(n.),4
content,n.,4
contents,n.,4
contest,n./v.,4
contestant,n.,6
context,n.,4
continent,n.,3
continental,adj.,5
continual,adj.,4
continue,v.,1
continuity,n.,5
continuous,adj.,4
contract,n./v.,3
contractor,n.,6
contradict,v.,6
contradiction,n.,6
contrary,adj./n.,4
contrast,n./v.,4
contribute,v.,4
contribution,n.,4
control,n./v.,2
controller,n.,2
controversial,adj.,6
controversy,n.,6
convenience,n.,4
convenient,adj.,2
convention,n.,4
conventional,adj.,4
conversation,n.,2
converse,v.,4
convert,v.,5
convey,v.,4
convict,v./n.,5
conviction,n.,6
convince,v.,4
cook,v./n.,1
cooker,n.,2
cookie,n.,1
cooky,n.,1
cool,adj./n./v.,1
cooperate,v.,4
cooperation,n.,4
cooperative,adj./n.,4
coordinate,v./adj./n.,6
cope,v.,4
copper,n./adj.,4
copy,n./v.,2
Xerox,n./v.,2
xerox,n./v.,2
copyright,n./v.,5
coral,n./adj.,5
cord,n.,4
cordial,adj.,6
core,n./v.,6
cork,n./v.,4
corn,n.,1
corner,n.,2
corporate,adj.,6
corporation,n.,5
corps,n.,6
corpse,n.,6
correct,adj./v.,1
correspond,v.,4
correspondence,n.,5
correspondent,n.,6
corridor,n.,5
corrupt,adj./v.,5
corruption,n.,6
cosmetic,adj.,6
cosmetics,n.,6
cosmopolitan,adj./n.,6
cost,n./v.,1
costly,adj.,2
costume,n.,4
cottage,n.,4
cotton,n.,2
couch,n./v.,3
cough,v./n.,2
council,n.,4
counsel,n./v.,5
counselor,n.,5
count,v./n.,1
countable,adj.,3
counter,n.,4
counter,v./adv./adj./n.,4
counterclockwise,adv./adj.,5
counterpart,n.,6
country,n.,1
countryside,n.,2
county,n.,2
couple,n./v.,2
coupon,n.,5
courage,n.,2
courageous,adj.,4
course,n./v.,1
court,n./v.,2
courteous,adj.,4
courtesy,n.,4
courtyard,n.,5
cousin,n.,2
cover,v./n.,1
coverage,n.,6
covet,v.,6
cow,n.,1
coward,n.,3
cowardly,adj.,5
cowboy,n.,1
cozy,adj.,5
crab,n.,2
crack,n./v.,4
cracker,n.,5
cradle,n./v.,3
craft,n.,4
cram,v.,4
cramp,n./v.,6
crane,n./v.,2
crash,n./v.,3
crater,n./v.,5
crawl,v./n.,3
crayon,n.,2
crazy,adj.,2
creak,n./v.,5
cream,n./adj.,2
create,v.,2
creation,n.,4
creative,adj.,3
creativity,n.,4
creator,n.,3
creature,n.,3
credibility,n.,6
credible,adj.,6
credit,n./v.,3
creek,n.,5
creep,v.,3
crew,n.,3
