sixty,n./adj.,1
size,n./v.,1
skate,n./v.,3
skeleton,n.,5
skeptical,adj.,6
sketch,n./v.,4
ski,n./v.,3
skill,n.,1
skillful,adj.,2
skilled,adj.,2
skim,v./n.,6
skin,n./v.,1
skinny,adj.,2
skip,v./n.,3
skirt,n./v.,2
skull,n.,5
sky,n.,1
skyscraper,n.,3
slam,v./n.,5
slang,n./v.,6
slap,v./n./adv.,5
slash,v./n.,6
slaughter,n./v.,5
slave,n./v.,3
slavery,n.,6
slay,v.,5
sledge,n./v.,4
sled,n./v.,4
sleep,n./v.,1
sleepy,adj.,2
sleeve,n.,3
sleigh,n./v.,4
slender,adj.,2
slice,n./v.,3
slide,v./n.,2
slight,adj./v./n.,4
slim,adj./v.,2
slip,v./n.,2
slipper,n.,2
slippers,n.,2
slippery,adj.,3
slogan,n.,4
slope,n.,3
sloppy,adj.,5
slot,n./v.,6
slow,adj./adv./v.,1
slum,n./v.,6
slump,n./v.,5
sly,adj.,5
smack,n./v./adv.,6
small,adj./n./adv.,1
smallpox,n.,6
smart,adj.,1
smash,v./n.,5
smell,n./v.,1
smile,v./n.,1
smog,n.,4
smoke,n./v.,1
smooth,adj./v.,3
smother,v./n.,6
smuggle,v.,6
snack,n./v.,2
snail,n.,2
snake,n./v.,1
snap,v./n.,3
snare,n./v.,6
snarl,v./n.,5
snatch,v./n.,5
sneak,v./n.,5
sneaker,n.,5
sneakers,n.,5
sneaky,adj.,6
sneer,n./v.,6
sneeze,v./n.,4
sniff,v./n.,5
snore,n./v.,5
snort,n./v.,5
snow,n./v.,1
snowy,adj.,2
so,adv.,1
so,conj.,1
soak,v./n.,5
soap,n./v.,1
soar,v.,6
sob,v./n.,4
sober,adj./v.,5
soccer,n.,2
sociable,adj.,6
social,adj.,2
socialism,n.,6
socialist,n.,6
socialize,v.,6
society,n.,2
sociology,n.,6
sock,n.,2
socks,n.,2
socket,n.,4
soda,n.,1
sodium,n.,6
sofa,n.,1
soft,adj.,1
soften,v.,5
software,n.,4
soil,n./v.,1
solar,adj.,4
soldier,n.,2
sole,n./v.,5
sole,adj.,5
solemn,adj.,5
solid,adj.,3
solidarity,n.,6
solitary,adj./n.,5
solitude,n.,6
solo,n./v./adv.,5
solution,n.,2
solve,v.,2
some,adj./pron.,1
somebody,pron./n.,2
someday,adv.,3
somehow,adv.,3
someone,n./pron.,1
something,n./pron.,1
sometime,adv.,3
sometimes,adv.,1
somewhat,adv.,3
somewhere,adv.,2
son,n.,1
song,n.,1
soon,adv.,1
soothe,v.,6
sophisticated,adj.,6
sophomore,n.,4
sore,adj./n./adv.,3
sorrow,n./v.,3
sorrowful,adj.,4
sorry,adj.,1
sort,n./v.,2
soul,n.,1
sound,adj.,1
sound,n./v.,1
soup,n.,1
sour,adj./n./v.,1
source,n.,2
south,n./adj./adv.,1
southern,adj.,2
souvenir,n.,4
sovereign,n./adj.,5
sovereignty,n.,6
sow,v.,5
soybean,n.,2
soya bean,n.,2
soy,n.,2
space,n./v.,1
spacecraft,n.,5
spaceship,n.,5
spacious,adj.,6
spade,n.,3
spaghetti,n.,3
span,n./v.,6
spare,adj./n./v.,4
spark,n./v.,4
sparkle,v./n.,4
sparrow,n.,4
speak,v.,1
speaker,n.,2
spear,n./v.,4
special,adj.,1
specialist,n.,5
specialize,v.,6
specialty,n.,6
species,n.,4
specific,adj.,3
specify,v.,6
specimen,n.,5
spectacle,n.,5
spectacular,adj./n.,6
spectator,n.,5
spectrum,n.,6
speculate,v.,6
speech,n.,1
speed,n./v.,2
spell,v.,1
spelling,n.,2
spend,v.,1
sphere,n.,6
spice,n./v.,3
spicy,adj.,4
spider,n.,2
spike,n./v.,6
spill,v./n.,3
spin,v./n.,3
spinach,n.,2
spine,n.,5
spiral,adj./n./v.,6
spire,n./v.,6
spirit,n.,2
spiritual,adj.,4
spit,v./n.,3
spite,n.,3
splash,v./n.,3
splendid,adj.,4
splendor,n.,5
split,v./n.,4
spoil,v.,3
spokesperson,n.,6
spokesman,n.,6
spokeswoman,n.,6
sponge,n./v.,5
sponsor,n./v.,6
spontaneous,adj.,6
spoon,n./v.,1
sport,n./v.,1
sportsman,n.,4
sportswoman,n.,4
sportsmanship,n.,4
spot,n./v.,2
spotlight,n./v.,5
spouse,n.,6
sprain,v./n.,3
sprawl,v./n.,6
spray,n./v.,3
spread,v./n.,2
spring,n.,1
spring,v./n.,2
sprinkle,v./n.,3
sprint,v./n.,5
spur,n./v.,5
spy,n./v.,3
squad,n.,6
square,adj./n.,2
squash,v./n.,5
squash,n.,6
squat,v./adj./n.,5
squeeze,v./n.,3
squirrel,n.,2
stab,v./n.,3
stability,n.,6
stabilize,v.,6
stable,adj.,3
stack,n./v.,5
stadium,n.,3
staff,n./v.,3
stage,n./v.,2
stagger,v./n.,5
stain,v./n.,5
stair,n.,1
stake,n./v.,5
stale,adj.,3
stalk,n.,5
stalk,v./n.,6
stall,n./v.,5
stammer,v./n.,6
stamp,v./n.,2
stand,v./n.,1
standard,n./adj.,2
stanza,n.,5
staple,n./v.,6
stapler,n.,6
star,n./v.,1
starch,n./v.,6
stare,v./n.,3
start,v./n.,1
startle,v.,5
starvation,n.,6
starve,v.,3
state,n.,1
state,v./(n.),1
statement,v./(n.),1
statesman,n.,5
station,n./v.,1
stationary,adj.,6
stationery,n.,6
statistic,n.,5
statistics,n.,5
statistical,adj.,5
statue,n.,3
stature,n.,6
status,n.,4
stay,v./n.,1
steady,adj./v./adv./n.,3
steak,n.,2
steal,v.,2
steam,n./v.,2
steamer,n.,5
steamer,n.,6
steel,n./v.,2
steep,adj.,3
steer,v./n.,5
stem,n./v.,4
step,n./v.,1
stepchild,n.,3
stepfather,n.,3
stepmother,n.,3
stereo,n.,3
stereotype,n./v.,5
stern,adj.,5
stew,v./n.,5
steward,0,0
stewardess,0,0
attendant,n.,5
stick,n.,2
stick,v.,2
sticky,adj.,3
stiff,adj.,3
still,adj.,1
still,adv.,1
stimulate,v.,6
stimulation,n.,6
stimulus,n.,6
sting,n./v.,3
stingy,adj.,4
stink,v./n.,5
stir,v./n.,3
stitch,n./v.,3
stock,n.,5
stock,n./v.,6
stocking,n.,3
stockings,n.,3
stomach,n.,2
stone,n./v.,1
stool,n.,3
stoop,v./n.,5
stop,v./n.,1
storage,n.,5
store,n./v.,1
storm,n./v.,2
stormy,adj.,3
story,n.,1
story,n.,1
stout,adj.,5
stove,n.,2
straight,adj./n./adv.,2
straighten,v.,5
straightforward,adj.,5
strain,v./n.,5
strait,n.,5
strand,v./n.,5
strange,adj.,1
stranger,n.,2
strangle,v.,6
strap,n./v.,5
strategic,adj.,6
strategy,n.,3
straw,n.,2
strawberry,n.,2
stray,v./n./adj.,5
streak,n./v.,5
stream,n./v.,2
street,n.,1
strength,n.,3
strengthen,v.,4
stress,n./v.,2
stretch,v./n.,2
strict,adj.,2
stride,v./n.,5
strike,v./n.,2
string,n./v.,2
strip,n.,3
strip,v.,3
stripe,n.,5
strive,v.,4
stroke,n.,4
stroke,v.,4
stroll,v./n.,5
strong,adj.,1
structural,adj.,5
structure,n./v.,3
struggle,v./n.,2
stubborn,adj.,3
student,n.,1
studio,n.,3
study,n.,1
study,v.,1
stuff,n.,3
stuff,v.,3
stumble,v./n.,5
stump,n./v.,5
stun,v.,5
stunt,v./n.,6
stupid,adj.,1
sturdy,adj.,5
stutter,v./n.,5
style,n./v.,3
stylish,adj.,5
subject,n.,2
subjective,adj./n.,6
submarine,n./adj.,4
submit,v.,5
subordinate,adj./n./v.,6
subscribe,v.,6
subscription,n.,6
subsequent,adj.,6
substance,n.,3
substantial,adj.,5
substitute,n./v.,5
substitution,n.,6
subtle,adj.,6
subtract,v.,2
suburb,n.,3
suburban,adj.,6
subway,n.,2
succeed,v.,2
success,n.,2
successful,adj.,2
succession,n.,6
successive,adj.,6
successor,n.,6
such,adj./pron.,1
suck,v./n.,3
sudden,adj./n.,2
