brisk,adj.,6
broad,adj.,2
broadcast,v./n.,2
broaden,v.,5
brochure,n.,6
broil,v.,4
broke,adj.,4
bronze,n./adj.,5
brooch,n.,5
brood,n./v.,5
brook,n.,3
broom,n.,3
broth,n.,5
brother,n.,1
brotherhood,n.,5
brow,n.,3
brows,n.,3
brown,adj./n./v.,1
browse,v./n.,5
bruise,n./v.,5
brunch,n.,2
brush,n./v.,2
brutal,adj.,4
brute,n./adj.,6
bubble,n./v.,3
bucket,n.,3
pail,n.,3
buckle,n./v.,6
bud,n./v.,3
budget,n./v.,3
buffalo,n.,3
buffet,n.,3
bug,n./v.,1
build,v.,1
building,n.,1
bulb,n.,3
bulge,n./v.,5
bulk,n.,5
bulky,adj.,6
bull,n.,3
bullet,n.,3
bulletin,n.,4
bully,n./v.,5
bump,v./n.,3
bun,n.,2
roll,n.,2
bunch,n.,3
bundle,n.,2
burden,n./v.,3
bureau,n.,5
bureaucracy,n.,6
burglar,n.,3
burial,n.,6
burn,v./n.,2
burst,v./n.,2
bury,v.,3
bus,n./v.,1
bush,n.,3
business,n.,2
busy,adj./v.,1
but,conj./prep./adv.,1
butcher,n./v.,5
butter,n./v.,1
butterfly,n.,1
button,n./v.,2
buy,v./n.,1
buzz,v./n.,3
by,prep./adv.,1
byte,n.,6
