rigid,adj.,5
rigorous,adj.,6
rim,n./v.,5
ring,n./v.,1
ring,v./n.,1
riot,n./v.,6
rip,v./n.,5
ripe,adj.,3
ripple,n./v.,5
rise,v./n.,1
risk,n./v.,3
rite,n.,6
ritual,n./adj.,6
rival,n./v.,5
rivalry,n.,6
river,n.,1
road,n.,1
roam,v./n.,5
roar,n./v.,3
roast,v./adj./n.,3
rob,v.,3
robber,n.,3
robbery,n.,3
robe,n./v.,3
robin,n.,5
robot,n.,1
robust,adj.,5
rock,n.,1
rock,v.,2
rocket,n./v.,3
rocky,adj.,2
rod,n.,5
role,n.,2
roll,v./n.,1
romance,n.,4
romantic,adj./n.,3
roof,n./v.,1
room,n./v.,1
rooster,n.,1
root,n./v.,1
rope,n./v.,1
rose,n.,1
rot,v./n.,3
rotate,v.,6
rotation,n.,6
rotten,adj.,3
rough,adj./adv./n./v.,3
roughly,adv.,4
round,adj./n./adv./prep./v.,1
route,n./v.,4
routine,n./adj.,3
row,n.,1
row,v.,1
royal,adj.,2
royalty,n.,6
rub,v./n.,1
rubber,n.,1
rubbish,n.,5
ruby,n./adj.,6
rude,adj.,2
rug,n.,3
rugged,adj.,5
ruin,v./n.,4
rule,n./v.,1
ruler,n.,2
rumble,v./n.,5
rumor,n./v.,3
run,v.,1
runner,n.,2
rural,adj.,4
rush,v./n.,2
rust,n./v.,3
rustle,v./n.,5
rusty,adj.,3
